customer_id,customer_name,age,gender,city,kyc_verified,device_type,account_open_date
CUST0165,Saanvi Iyer,36,M,Hyderabad,No,Android,31-Mar-25
CUST0166,Kavya Nair,23,F,Bhopal,Yes,Web,15-Feb-24
CUST0167,Aditya Reddy,37,F,bengaluru,No,Android,06-Jun-24
CUST0168,Vihaan Bhatt,50,M,surat,Yes,Web,14-04-2025
CUST0169,Krishna Singh,27,F,BENGALURU,Yes,Web,19-03-2023
CUST0170,Vikram Shah,47,F,Chennai ,Yes,Web,27-Nov-23
CUST0171,Ananya Kumar,46,M, Ahmedabad,Yes,iOS,28-08-2024
CUST0172,Diya Bhatt,22,F, Ahmedabad,Yes,iOS,01-05-2025
CUST0173,Aditya Gupta,57,F,Ahmedabad ,Yes,Web,12-02-2023
CUST0174,Manish Mehta,59,M,Pune ,,Android,05-03-2023
CUST0175,Vihaan Chauhan,63,M,LUCKNOW,Yes,Web,24-03-2024
CUST0176,Anika Bhatt,57,M,pune,No,iOS,23-02-2024
CUST0177,Amit Rao,21,F,delhi,Yes,Web,31-01-2024
CUST0178,Ishaan Rao,27,F,Delhi ,,iOS,14-Nov-23
CUST0179,Neha Reddy,26,M,Alwar ,Yes,iOS,12-04-2025
CUST0180,Amit Bhatt,23,F,lucknow,Yes,iOS,04-07-2023
CUST0181,Ananya Shah,30,M,MUMBAI,Yes,Android,03-Jun-24
CUST0182,Deepak Bhatt,20,F,Surat ,,iOS,07-06-2023
CUST0183,Sai Rao,28,F, Jaipur,Yes,Web,01-09-2023
CUST0184,Ira Rathore,65,F,Bengaluru ,Yes,iOS,05-05-2025
CUST0185,Diya Mehta,46,F,surat,No,Web,24-06-2024
CUST0186,Sai Mishra,56,M,bhopal,,iOS,14-06-2025
CUST0187,Riya Singh,63,M,Alwar,No,iOS,05-Apr-24
CUST0188,Arjun Iyer,23,M, Bhopal,No,Android,29-02-2024
CUST0189,Saanvi Bhatt,41,M,Hyderabad,Yes,Android,23-11-2023
CUST0190,Deepak Chauhan,27,M,jaipur,No,iOS,13-12-2024
CUST0191,Vikram Shah,46,M,Delhi,Yes,Android,15-Jul-24
CUST0192,Ira Bhatt,45,M,surat,Yes,Android,18-02-2023
CUST0193,Aadhya Rao,47,M, Delhi,Yes,Android,09-Oct-24
CUST0194,Pari Jain,63,M, Alwar,Yes,iOS,04-Sep-23
CUST0195,Aadhya Yadav,60,M,lucknow,Yes,Web,11-Jul-24
CUST0196,Sanjay Bhatt,53,M, Hyderabad,Yes,iOS,18-01-2024
CUST0197,Pooja Sharma,40,M,PUNE,No,Web,17-Apr-23
CUST0198,Pooja Chauhan,26,M,Pune ,Yes,Web,29-Jun-23
CUST0199,Kavya Shah,58,M,SURAT,Yes,iOS,07-02-2023
CUST0200,Reyansh Verma,30,M,pune,Yes,Web,29-04-2024
CUST0201,Vivaan Mishra,36,F,Bhopal,No,iOS,07-10-2023
CUST0202,Sanjay Nair,45,F, Indore,No,iOS,14-12-2023
CUST0203,Myra Shah,41,F,Surat,No,Android,16-Mar-24
CUST0204,Deepak Yadav,52,F,Pune,Yes,Web,30-10-2023
CUST0205,Kavya Rao,63,F, Mumbai,Yes,Android,14-01-2025
CUST0206,Ira Iyer,35,M, Delhi,Yes,Web,26-11-2024
CUST0207,Aarav Kumar,56,F,JAIPUR,Yes,Web,11-01-2024
CUST0208,Saanvi Mehta,20,M, Chennai,No,iOS,30-03-2024
CUST0209,Pari Kumar,51,F,hyderabad,Yes,Android,27-04-2023
CUST0210,Pooja Yadav,49,F,Lucknow,Yes,iOS,21-12-2024
CUST0211,Reyansh Rao,36,F,Bengaluru,Yes,Android,07-04-2024
CUST0212,Sneha Patel,23,F,chennai,,Web,09-07-2024
CUST0213,Sneha Rathore,28,M,surat,Yes,Android,25-07-2023
CUST0214,Krishna Shah,19,F,Lucknow ,Yes,Web,13-May-23
CUST0215,Sneha Gupta,22,F, Hyderabad,Yes,iOS,23-Apr-25
CUST0216,Aditya Kumar,38,M, Ahmedabad,Yes,iOS,12-May-23
CUST0217,Rahul Mehta,29,M,Hyderabad ,No,Android,01-05-2025
CUST0218,Anika Kumar,37,M,mumbai,No,Android,21-Dec-23
CUST0219,Sneha Rathore,23,F,Bengaluru ,Yes,Web,07-Nov-23
CUST0220,Riya Gupta,50,M,Kolkata ,Yes,Web,01-Oct-24
CUST0221,Sneha Rao,39,M,Bhopal,Yes,Web,28-Feb-25
CUST0222,Ishaan Mishra,54,F,Kolkata,Yes,Web,12-07-2024
CUST0223,Rahul Rathore,48,M, Surat,Yes,Android,06-12-2024
CUST0224,Sai Patel,44,F,AHMEDABAD,,Android,17-Nov-23
CUST0225,Ananya Nair,43,M,surat,Yes,Android,23-11-2023
CUST0226,Kavya Singh,35,F,BENGALURU,Yes,iOS,29-Jan-24
CUST0227,Aadhya Jain,28,F,kolkata,Yes,Android,25-May-24
CUST0228,Kavya Shah,37,F,Jaipur,No,Web,13-04-2024
CUST0229,Reyansh Mehta,40,M,jaipur,Yes,Web,19-11-2024
CUST0230,Rohan Joshi,18,M,HYDERABAD,No,Web,10-01-2024
CUST0231,Diya Verma,43,M,Kolkata ,Yes,Web,23-10-2023
CUST0232,Saanvi Bhatt,46,F,Bhopal ,Yes,Android,12-05-2023
CUST0233,Saanvi Nair,39,F,SURAT,Yes,Web,16-Feb-24
CUST0234,Vivaan Verma,20,M,indore,No,Web,12-04-2024
CUST0235,Ira Bhatt,26,F,kolkata,Yes,Web,27-01-2025
CUST0236,Pari Chauhan,50,F,Indore ,Yes,Android,13-01-2024
CUST0237,Amit Singh,44,F,Surat,Yes,iOS,02-Nov-24
CUST0238,Pari Jain,64,M, Kolkata,Yes,Web,08-Jan-25
CUST0239,Vikram Reddy,27,M,Jaipur ,No,Android,15-07-2023
CUST0240,Kavya Chauhan,44,M,HYDERABAD,Yes,Web,27-Apr-24
CUST0241,Pooja Verma,63,M,LUCKNOW,Yes,Web,04-May-24
CUST0242,Saanvi Chauhan,29,F,lucknow,Yes,Web,01-Mar-25
CUST0243,Amit Agarwal,57,F,BENGALURU,Yes,iOS,19-08-2023
CUST0244,Vikram Rathore,63,M, Indore,Yes,iOS,27-Jul-24
CUST0245,Ishaan Rathore,25,F,hyderabad,No,Android,25-10-2023
CUST0246,Rohan Gupta,40,F,chennai,No,Android,26-Jul-23
CUST0247,Ishaan Joshi,62,F,Mumbai,Yes,Web,03-09-2023
CUST0248,Vivaan Bhatt,32,M,Jaipur,Yes,Web,28-04-2024
CUST0249,Amit Kumar,18,M, Hyderabad,Yes,Android,13-02-2025
CUST0250,Ananya Rathore,59,M,Surat,Yes,Android,01-Jul-24
CUST0251,Pooja Verma,29,F,BHOPAL,No,Android,06-05-2025
CUST0252,Sanjay Shah,29,F,Jaipur,Yes,Web,20-04-2023
CUST0253,Rohan Patel,59,F,Mumbai ,Yes,Android,08-04-2025
CUST0254,Ananya Yadav,64,F,chennai,Yes,Android,24-01-2025
CUST0255,Sanjay Rathore,54,M,Mumbai ,No,iOS,26-04-2025
CUST0256,Anika Chauhan,23,F,Chennai,Yes,Android,03-05-2024
CUST0257,Manish Jain,18,F,HYDERABAD,Yes,iOS,04-12-2023
CUST0258,Pari Mehta,18,F,chennai,Yes,Android,14-11-2024
CUST0259,Kavya Rathore,28,F,Chennai ,,Web,27-02-2025
CUST0260,Neha Singh,58,F,Pune ,Yes,Android,04-05-2024
CUST0103,Ananya Singh,43,M,Chennai ,Yes,Android,12-Jul-23
CUST0246,Rohan Gupta,40,F,chennai,No,Android,26-Jul-23
CUST0195,Aadhya Yadav,60,M,lucknow,Yes,Web,11-Jul-24
CUST0118,Kavya Yadav,62,F,Jaipur,Yes,Android,28-10-2023
CUST0191,Vikram Shah,46,M,Delhi,Yes,Android,15-Jul-24
CUST0220,Riya Gupta,50,M,Kolkata ,Yes,Web,01-Oct-24
